compound_id,public_id,name
35563,FDB035303,TG(20:0/a-15:0/i-20:0)
35564,FDB035304,TG(i-20:0/18:0/17:0)
35565,FDB035305,TG(20:0/20:0/a-15:0)
35566,FDB035306,TG(19:0/i-20:0/22:0)
35567,FDB035307,TG(20:0/10:0/19:0)
35568,FDB035308,TG(19:0/21:0/i-14:0)
35569,FDB035309,TG(20:0/14:0/21:0)
35570,FDB035310,TG(19:0/22:0/i-17:0)
35571,FDB035311,TG(20:0/i-13:0/12:0)
35572,FDB035312,TG(20:0/12:0/i-19:0)
35573,FDB035313,TG(20:0/15:0/a-15:0)
35574,FDB035314,TG(20:0/19:0/15:0)
35575,FDB035315,TG(19:0/21:0/a-15:0)
35576,FDB035316,TG(i-20:0/i-13:0/8:0)
35577,FDB035317,TG(19:0/i-20:0/i-20:0)
35578,FDB035318,TG(20:0/i-17:0/a-13:0)
35579,FDB035319,TG(20:0/18:0/17:0)
35580,FDB035320,TG(i-20:0/i-14:0/14:0)
35581,FDB035321,TG(i-20:0/18:0/i-16:0)
35582,FDB035322,TG(19:0/21:0/i-13:0)
35583,FDB035323,TG(20:0/i-13:0/18:0)
35584,FDB035324,TG(19:0/i-24:0/14:0)
35585,FDB035325,TG(20:0/a-15:0/i-16:0)
35586,FDB035326,TG(i-20:0/19:0/8:0)
35587,FDB035327,TG(20:0/i-14:0/12:0)
35588,FDB035328,TG(20:0/16:0/10:0)
35589,FDB035329,TG(i-20:0/12:0/14:0)
35590,FDB035330,TG(i-20:0/a-17:0/a-13:0)
35591,FDB035331,TG(i-20:0/18:0/10:0)
35592,FDB035332,TG(i-20:0/8:0/i-17:0)
35593,FDB035333,TG(i-19:0/i-22:0/14:0)
35594,FDB035334,TG(20:0/a-13:0/i-13:0)
35595,FDB035335,TG(19:0/a-21:0/i-17:0)
35596,FDB035336,TG(i-19:0/a-21:0/18:0)
35597,FDB035337,TG(20:0/13:0/i-12:0)
35598,FDB035338,TG(i-20:0/i-18:0/a-25:0)
35599,FDB035339,TG(i-20:0/13:0/i-13:0)
35600,FDB035340,TG(19:0/i-22:0/i-15:0)
35601,FDB035341,TG(20:0/12:0/i-13:0)
35602,FDB035342,TG(i-20:0/a-15:0/20:0)
35603,FDB035343,TG(19:0/21:0/15:0)
35604,FDB035344,TG(20:0/i-16:0/a-21:0)
35605,FDB035345,TG(19:0/21:0/a-13:0)
35606,FDB035346,TG(19:0/20:0/i-22:0)
35607,FDB035347,TG(20:0/13:0/a-25:0)
35608,FDB035348,TG(i-20:0/a-13:0/21:0)
35609,FDB035349,TG(i-20:0/a-17:0/a-25:0)
35610,FDB035350,TG(i-20:0/i-12:0/a-21:0)
35611,FDB035351,TG(i-19:0/a-21:0/a-25:0)
35612,FDB035352,TG(i-20:0/12:0/i-15:0)
35613,FDB035353,TG(i-20:0/i-17:0/17:0)
35614,FDB035354,TG(20:0/i-17:0/i-16:0)
35615,FDB035355,TG(i-20:0/i-14:0/17:0)
35616,FDB035356,TG(i-20:0/13:0/16:0)
35617,FDB035357,TG(i-20:0/10:0/8:0)
35618,FDB035358,TG(20:0/13:0/a-17:0)
35619,FDB035359,TG(i-20:0/i-15:0/19:0)
35620,FDB035360,TG(20:0/18:0/i-21:0)
35621,FDB035361,TG(20:0/a-13:0/i-14:0)
35622,FDB035362,TG(i-19:0/a-21:0/a-15:0)
35623,FDB035363,TG(i-19:0/i-21:0/22:0)
35624,FDB035364,TG(i-20:0/8:0/a-21:0)
35625,FDB035365,TG(i-19:0/i-21:0/a-25:0)
35626,FDB035366,TG(20:0/i-13:0/10:0)
35627,FDB035367,TG(20:0/i-12:0/19:0)
35628,FDB035368,TG(i-19:0/22:0/20:0)
35629,FDB035369,TG(i-20:0/18:0/i-17:0)
35630,FDB035370,TG(20:0/10:0/i-19:0)
35631,FDB035371,TG(20:0/a-15:0/i-15:0)
35632,FDB035372,TG(i-20:0/12:0/20:0)
35633,FDB035373,TG(19:0/i-24:0/a-17:0)
35634,FDB035374,TG(i-20:0/i-12:0/i-15:0)
35635,FDB035375,TG(20:0/15:0/16:0)
35636,FDB035376,TG(19:0/i-24:0/16:0)
35637,FDB035377,TG(19:0/a-21:0/i-22:0)
35638,FDB035378,TG(i-19:0/21:0/i-17:0)
35639,FDB035379,TG(20:0/18:0/15:0)
35640,FDB035380,TG(19:0/20:0/a-25:0)
35641,FDB035381,TG(20:0/13:0/8:0)
35642,FDB035382,TG(20:0/i-19:0/16:0)
35643,FDB035383,TG(20:0/i-18:0/22:0)
35644,FDB035384,TG(20:0/i-14:0/a-17:0)
35645,FDB035385,TG(i-20:0/i-19:0/15:0)
35646,FDB035386,TG(20:0/i-18:0/a-17:0)
35647,FDB035387,TG(20:0/i-13:0/15:0)
35648,FDB035388,TG(20:0/12:0/i-17:0)
35649,FDB035389,TG(i-20:0/10:0/22:0)
35650,FDB035390,TG(i-20:0/i-20:0/12:0)
35651,FDB035391,TG(20:0/i-19:0/a-21:0)
35652,FDB035392,TG(20:0/i-14:0/i-16:0)
35653,FDB035393,TG(19:0/i-21:0/10:0)
35654,FDB035394,TG(20:0/a-15:0/14:0)
35655,FDB035395,TG(19:0/20:0/21:0)
35656,FDB035396,TG(19:0/19:0/22:0)
35657,FDB035397,TG(i-20:0/i-16:0/i-12:0)
35658,FDB035398,TG(i-20:0/16:0/12:0)
35659,FDB035399,TG(19:0/22:0/10:0)
35660,FDB035400,TG(i-20:0/17:0/i-13:0)
35661,FDB035401,TG(i-20:0/17:0/19:0)
35662,FDB035402,TG(20:0/16:0/a-15:0)
35663,FDB035403,TG(19:0/i-22:0/i-12:0)
35664,FDB035404,TG(20:0/i-12:0/i-20:0)
35665,FDB035405,TG(20:0/15:0/a-25:0)
35666,FDB035406,TG(i-20:0/a-15:0/i-19:0)
35667,FDB035407,TG(i-19:0/i-24:0/i-16:0)
35668,FDB035408,TG(i-20:0/i-14:0/a-13:0)
35669,FDB035409,TG(i-20:0/a-17:0/8:0)
35670,FDB035410,TG(20:0/8:0/16:0)
35671,FDB035411,TG(20:0/18:0/i-15:0)
35672,FDB035412,TG(20:0/17:0/21:0)
35673,FDB035413,TG(i-20:0/i-15:0/16:0)
35674,FDB035414,TG(20:0/i-12:0/21:0)
35675,FDB035415,TG(i-20:0/10:0/a-15:0)
35676,FDB035416,TG(20:0/18:0/i-22:0)
35677,FDB035417,TG(i-20:0/i-16:0/i-22:0)
35678,FDB035418,TG(i-20:0/i-15:0/i-21:0)
35679,FDB035419,TG(20:0/a-15:0/a-15:0)
35680,FDB035420,TG(i-19:0/i-21:0/i-21:0)
35681,FDB035421,TG(19:0/22:0/18:0)
35682,FDB035422,TG(i-20:0/19:0/i-22:0)
35683,FDB035423,TG(i-19:0/a-21:0/i-13:0)
35684,FDB035424,TG(i-20:0/14:0/a-21:0)
35685,FDB035425,TG(20:0/i-16:0/13:0)
35686,FDB035426,TG(20:0/i-12:0/i-13:0)
35687,FDB035427,TG(20:0/13:0/22:0)
35688,FDB035428,TG(20:0/15:0/17:0)
35689,FDB035429,TG(i-19:0/21:0/20:0)
35690,FDB035430,TG(i-20:0/14:0/15:0)
35691,FDB035431,TG(i-19:0/21:0/14:0)
35692,FDB035432,TG(20:0/i-15:0/15:0)
35693,FDB035433,TG(i-20:0/i-14:0/i-24:0)
35694,FDB035434,TG(19:0/i-20:0/20:0)
35695,FDB035435,TG(20:0/20:0/a-13:0)
35696,FDB035436,TG(i-19:0/i-22:0/i-15:0)
35697,FDB035437,TG(20:0/8:0/i-21:0)
35698,FDB035438,TG(20:0/a-13:0/16:0)
35699,FDB035439,TG(i-20:0/i-13:0/13:0)
35700,FDB035440,TG(20:0/16:0/8:0)
35701,FDB035441,TG(20:0/i-14:0/a-13:0)
35702,FDB035442,TG(20:0/16:0/i-13:0)
35703,FDB035443,TG(20:0/i-16:0/16:0)
35704,FDB035444,TG(20:0/15:0/a-13:0)
35705,FDB035445,TG(20:0/8:0/15:0)
35706,FDB035446,TG(19:0/21:0/i-19:0)
35707,FDB035447,TG(i-19:0/a-25:0/18:0)
35708,FDB035448,TG(i-20:0/i-13:0/i-16:0)
35709,FDB035449,TG(20:0/i-14:0/16:0)
35710,FDB035450,TG(19:0/i-21:0/a-17:0)
35711,FDB035451,TG(19:0/i-24:0/i-12:0)
35712,FDB035452,TG(20:0/19:0/17:0)
35713,FDB035453,TG(19:0/22:0/13:0)
35714,FDB035454,TG(19:0/a-25:0/i-18:0)
35715,FDB035455,TG(i-19:0/i-21:0/a-21:0)
35716,FDB035456,TG(20:0/18:0/8:0)
35717,FDB035457,TG(i-20:0/i-17:0/a-25:0)
35718,FDB035458,TG(i-20:0/i-14:0/i-16:0)
35719,FDB035459,TG(i-19:0/22:0/i-20:0)
35720,FDB035460,TG(i-20:0/16:0/8:0)
35721,FDB035461,TG(i-20:0/12:0/a-15:0)
35722,FDB035462,TG(19:0/a-25:0/a-21:0)
35723,FDB035463,TG(20:0/a-17:0/21:0)
35724,FDB035464,TG(20:0/14:0/16:0)
35725,FDB035465,TG(i-20:0/8:0/i-13:0)
35726,FDB035466,TG(20:0/i-15:0/i-14:0)
35727,FDB035467,TG(20:0/i-12:0/a-21:0)
35728,FDB035468,TG(20:0/i-20:0/12:0)
35729,FDB035469,TG(i-20:0/i-19:0/20:0)
35730,FDB035470,TG(i-20:0/15:0/i-21:0)
35731,FDB035471,TG(20:0/12:0/19:0)
35732,FDB035472,TG(i-20:0/8:0/15:0)
35733,FDB035473,TG(20:0/17:0/13:0)
35734,FDB035474,TG(19:0/19:0/i-24:0)
35735,FDB035475,TG(i-20:0/19:0/14:0)
35736,FDB035476,TG(i-19:0/22:0/a-25:0)
35737,FDB035477,TG(i-20:0/18:0/20:0)
35738,FDB035478,TG(i-20:0/i-18:0/21:0)
35739,FDB035479,TG(i-20:0/8:0/20:0)
35740,FDB035480,TG(20:0/10:0/16:0)
35741,FDB035481,TG(20:0/i-13:0/i-24:0)
35742,FDB035482,TG(i-19:0/i-22:0/i-14:0)
35743,FDB035483,TG(20:0/a-13:0/i-19:0)
35744,FDB035484,TG(20:0/8:0/a-15:0)
35745,FDB035485,TG(i-20:0/14:0/13:0)
35746,FDB035486,TG(i-20:0/20:0/a-13:0)
35747,FDB035487,TG(i-19:0/i-19:0/a-21:0)
35748,FDB035488,TG(i-20:0/i-19:0/i-13:0)
35749,FDB035489,TG(20:0/12:0/a-15:0)
35750,FDB035490,TG(20:0/16:0/a-17:0)
35751,FDB035491,TG(i-19:0/21:0/i-12:0)
35752,FDB035492,TG(i-20:0/a-13:0/i-17:0)
35753,FDB035493,TG(i-20:0/15:0/22:0)
35754,FDB035494,TG(19:0/i-24:0/17:0)
35755,FDB035495,TG(i-20:0/i-12:0/i-12:0)
35756,FDB035496,TG(20:0/15:0/i-15:0)
35757,FDB035497,TG(i-19:0/i-24:0/a-17:0)
35758,FDB035498,TG(i-20:0/15:0/i-14:0)
35759,FDB035499,TG(i-20:0/8:0/22:0)
35760,FDB035500,TG(20:0/i-14:0/a-25:0)
35761,FDB035501,TG(20:0/i-18:0/i-21:0)
35762,FDB035502,TG(19:0/i-22:0/i-17:0)
35763,FDB035503,TG(i-20:0/19:0/i-17:0)
35764,FDB035504,TG(i-19:0/i-21:0/i-24:0)
35765,FDB035505,TG(20:0/i-15:0/i-24:0)
35766,FDB035506,TG(i-20:0/8:0/i-21:0)
35767,FDB035507,TG(i-20:0/i-17:0/i-21:0)
35768,FDB035508,TG(19:0/i-24:0/i-20:0)
35769,FDB035509,TG(i-20:0/i-20:0/16:0)
35770,FDB035510,TG(i-20:0/i-14:0/18:0)
35771,FDB035511,TG(19:0/22:0/i-15:0)
35772,FDB035512,TG(i-20:0/i-20:0/i-13:0)
35773,FDB035513,TG(i-20:0/i-13:0/a-13:0)
35774,FDB035514,TG(i-19:0/i-21:0/15:0)
35775,FDB035515,TG(20:0/20:0/i-13:0)
35776,FDB035516,TG(20:0/10:0/14:0)
35777,FDB035517,TG(20:0/16:0/i-22:0)
35778,FDB035518,TG(20:0/14:0/a-17:0)
35779,FDB035519,TG(20:0/a-13:0/22:0)
35780,FDB035520,TG(i-20:0/i-12:0/10:0)
35781,FDB035521,TG(i-19:0/i-22:0/18:0)
35782,FDB035522,TG(i-19:0/i-21:0/19:0)
35783,FDB035523,TG(20:0/12:0/a-25:0)
35784,FDB035524,TG(i-20:0/i-17:0/a-21:0)
35785,FDB035525,TG(20:0/14:0/14:0)
35786,FDB035526,TG(20:0/10:0/15:0)
35787,FDB035527,TG(19:0/i-22:0/a-13:0)
35788,FDB035528,TG(i-19:0/21:0/a-13:0)
35789,FDB035529,TG(20:0/a-17:0/i-17:0)
35790,FDB035530,TG(i-20:0/i-13:0/18:0)
35791,FDB035531,TG(19:0/22:0/i-18:0)
35792,FDB035532,TG(i-20:0/i-17:0/i-17:0)
35793,FDB035533,TG(20:0/14:0/i-18:0)
35794,FDB035534,TG(20:0/17:0/i-18:0)
35795,FDB035535,TG(i-20:0/i-20:0/i-16:0)
35796,FDB035536,TG(i-20:0/15:0/17:0)
35797,FDB035537,TG(20:0/19:0/13:0)
35798,FDB035538,TG(19:0/a-21:0/22:0)
35799,FDB035539,TG(i-20:0/a-17:0/i-12:0)
35800,FDB035540,TG(i-19:0/a-21:0/i-14:0)
35801,FDB035541,TG(20:0/i-17:0/a-21:0)
35802,FDB035542,TG(i-20:0/i-15:0/i-24:0)
35803,FDB035543,TG(20:0/i-16:0/i-22:0)
35804,FDB035544,TG(i-20:0/17:0/i-14:0)
35805,FDB035545,TG(i-20:0/a-17:0/17:0)
35806,FDB035546,TG(i-20:0/i-14:0/i-22:0)
35807,FDB035547,TG(19:0/i-20:0/i-22:0)
35808,FDB035548,TG(i-20:0/i-18:0/19:0)
35809,FDB035549,TG(i-20:0/i-14:0/13:0)
35810,FDB035550,TG(i-20:0/17:0/i-18:0)
35811,FDB035551,TG(i-19:0/i-24:0/a-13:0)
35812,FDB035552,TG(20:0/i-14:0/22:0)
35813,FDB035553,TG(i-20:0/14:0/i-15:0)
35814,FDB035554,TG(20:0/a-13:0/21:0)
35815,FDB035555,TG(20:0/i-15:0/18:0)
35816,FDB035556,TG(20:0/i-13:0/i-22:0)
35817,FDB035557,TG(19:0/20:0/i-24:0)
35818,FDB035558,TG(i-20:0/18:0/21:0)
35819,FDB035559,TG(i-19:0/22:0/19:0)
35820,FDB035560,TG(i-20:0/a-17:0/i-22:0)
35821,FDB035561,TG(20:0/15:0/i-20:0)
35822,FDB035562,TG(i-20:0/a-17:0/22:0)
35823,FDB035563,TG(19:0/21:0/17:0)
35824,FDB035564,TG(20:0/a-17:0/18:0)
35825,FDB035565,TG(i-20:0/i-15:0/i-22:0)
35826,FDB035566,TG(20:0/12:0/16:0)
35827,FDB035567,TG(20:0/19:0/a-17:0)
35828,FDB035568,TG(i-20:0/i-16:0/13:0)
35829,FDB035569,TG(20:0/14:0/a-25:0)
35830,FDB035570,TG(i-20:0/8:0/i-15:0)
35831,FDB035571,TG(i-20:0/i-13:0/i-14:0)
35832,FDB035572,TG(i-20:0/i-12:0/a-17:0)
35833,FDB035573,TG(i-19:0/i-22:0/i-20:0)
35834,FDB035574,TG(20:0/10:0/i-17:0)
35835,FDB035575,TG(i-20:0/a-17:0/a-17:0)
35836,FDB035576,TG(19:0/a-21:0/i-14:0)
35837,FDB035577,TG(20:0/17:0/22:0)
35838,FDB035578,TG(20:0/a-15:0/i-21:0)
35839,FDB035579,TG(i-20:0/13:0/15:0)
35840,FDB035580,TG(i-20:0/a-13:0/a-25:0)
35841,FDB035581,TG(i-20:0/i-18:0/22:0)
35842,FDB035582,TG(i-19:0/21:0/i-24:0)
35843,FDB035583,TG(i-20:0/i-18:0/i-12:0)
35844,FDB035584,TG(20:0/i-13:0/i-12:0)
35845,FDB035585,TG(i-19:0/a-21:0/10:0)
35846,FDB035586,TG(i-20:0/15:0/a-17:0)
35847,FDB035587,TG(20:0/i-20:0/14:0)
35848,FDB035588,TG(i-19:0/a-25:0/19:0)
35849,FDB035589,TG(20:0/16:0/15:0)
35850,FDB035590,TG(19:0/i-21:0/i-21:0)
35851,FDB035591,TG(i-20:0/18:0/8:0)
35852,FDB035592,TG(i-20:0/i-12:0/i-22:0)
35853,FDB035593,TG(20:0/14:0/i-19:0)
35854,FDB035594,TG(i-20:0/i-18:0/i-16:0)
35855,FDB035595,TG(20:0/i-13:0/a-13:0)
35856,FDB035596,TG(i-20:0/19:0/i-19:0)
35857,FDB035597,TG(i-20:0/i-13:0/19:0)
35858,FDB035598,TG(20:0/8:0/i-20:0)
35859,FDB035599,TG(20:0/12:0/i-20:0)
35860,FDB035600,TG(i-20:0/13:0/20:0)
35861,FDB035601,TG(i-20:0/8:0/16:0)
35862,FDB035602,TG(20:0/13:0/i-22:0)
35863,FDB035603,TG(i-20:0/a-15:0/i-22:0)
35864,FDB035604,TG(20:0/i-14:0/i-13:0)
35865,FDB035605,TG(i-19:0/22:0/8:0)
35866,FDB035606,TG(i-20:0/i-19:0/i-17:0)
35867,FDB035607,TG(i-20:0/16:0/i-19:0)
35868,FDB035608,TG(20:0/18:0/i-12:0)
35869,FDB035609,TG(20:0/12:0/i-18:0)
35870,FDB035610,TG(20:0/i-14:0/8:0)
35871,FDB035611,TG(20:0/i-18:0/10:0)
35872,FDB035612,TG(i-20:0/17:0/13:0)
35873,FDB035613,TG(20:0/i-17:0/15:0)
35874,FDB035614,TG(i-19:0/a-21:0/a-21:0)
35875,FDB035615,TG(i-20:0/12:0/15:0)
35876,FDB035616,TG(20:0/i-15:0/i-13:0)
35877,FDB035617,TG(20:0/14:0/13:0)
35878,FDB035618,TG(20:0/12:0/i-24:0)
35879,FDB035619,TG(i-20:0/14:0/a-13:0)
35880,FDB035620,TG(20:0/i-15:0/13:0)
35881,FDB035621,TG(20:0/i-18:0/17:0)
35882,FDB035622,TG(20:0/i-18:0/i-15:0)
35883,FDB035623,TG(20:0/17:0/8:0)
35884,FDB035624,TG(20:0/i-12:0/a-17:0)
35885,FDB035625,TG(20:0/17:0/i-16:0)
35886,FDB035626,TG(i-20:0/a-13:0/i-16:0)
35887,FDB035627,TG(i-20:0/15:0/21:0)
35888,FDB035628,TG(20:0/10:0/i-14:0)
35889,FDB035629,TG(i-20:0/13:0/i-12:0)
35890,FDB035630,TG(i-19:0/20:0/i-20:0)
35891,FDB035631,TG(20:0/10:0/i-20:0)
35892,FDB035632,TG(i-20:0/a-15:0/a-21:0)
35893,FDB035633,TG(i-19:0/a-25:0/i-15:0)
35894,FDB035634,TG(i-20:0/i-19:0/16:0)
35895,FDB035635,TG(i-19:0/a-25:0/21:0)
35896,FDB035636,TG(20:0/12:0/18:0)
35897,FDB035637,TG(i-20:0/a-13:0/a-15:0)
35898,FDB035638,TG(19:0/i-21:0/i-17:0)
35899,FDB035639,TG(19:0/a-25:0/i-22:0)
35900,FDB035640,TG(i-20:0/10:0/14:0)
35901,FDB035641,TG(20:0/a-17:0/i-21:0)
35902,FDB035642,TG(i-20:0/8:0/a-25:0)
35903,FDB035643,TG(i-20:0/15:0/i-19:0)
35904,FDB035644,TG(20:0/17:0/18:0)
35905,FDB035645,TG(i-19:0/a-25:0/i-18:0)
35906,FDB035646,TG(20:0/15:0/a-17:0)
35907,FDB035647,TG(20:0/8:0/13:0)
35908,FDB035648,TG(20:0/i-12:0/i-19:0)
35909,FDB035649,TG(i-20:0/i-19:0/13:0)
35910,FDB035650,TG(i-20:0/i-16:0/18:0)
35911,FDB035651,TG(20:0/a-17:0/15:0)
35912,FDB035652,TG(i-20:0/i-14:0/a-21:0)
35913,FDB035653,TG(20:0/15:0/8:0)
35914,FDB035654,TG(20:0/14:0/i-12:0)
35915,FDB035655,TG(20:0/i-19:0/a-25:0)
35916,FDB035656,TG(20:0/8:0/10:0)
35917,FDB035657,TG(i-19:0/i-22:0/a-17:0)
35918,FDB035658,TG(i-20:0/i-15:0/i-17:0)
35919,FDB035659,TG(19:0/22:0/i-21:0)
35920,FDB035660,TG(i-20:0/a-17:0/i-21:0)
35921,FDB035661,TG(i-19:0/i-22:0/i-12:0)
35922,FDB035662,TG(i-19:0/a-21:0/20:0)
35923,FDB035663,TG(i-20:0/i-12:0/18:0)
35924,FDB035664,TG(19:0/22:0/16:0)
35925,FDB035665,TG(20:0/i-17:0/i-14:0)
35926,FDB035666,TG(i-19:0/i-24:0/12:0)
35927,FDB035667,TG(20:0/13:0/i-17:0)
35928,FDB035668,TG(20:0/i-19:0/i-13:0)
35929,FDB035669,TG(i-20:0/14:0/14:0)
35930,FDB035670,TG(19:0/22:0/i-24:0)
35931,FDB035671,TG(20:0/19:0/i-22:0)
35932,FDB035672,TG(20:0/14:0/18:0)
35933,FDB035673,TG(19:0/i-22:0/20:0)
35934,FDB035674,TG(19:0/i-21:0/i-22:0)
35935,FDB035675,TG(i-20:0/10:0/16:0)
35936,FDB035676,TG(19:0/a-25:0/a-17:0)
35937,FDB035677,TG(i-20:0/i-19:0/a-15:0)
35938,FDB035678,TG(20:0/i-12:0/17:0)
35939,FDB035679,TG(i-20:0/17:0/8:0)
35940,FDB035680,TG(i-20:0/14:0/a-15:0)
35941,FDB035681,TG(i-19:0/i-21:0/i-17:0)
35942,FDB035682,TG(i-20:0/17:0/12:0)
35943,FDB035683,TG(19:0/21:0/a-21:0)
35944,FDB035684,TG(20:0/13:0/i-15:0)
35945,FDB035685,TG(19:0/a-21:0/i-21:0)
35946,FDB035686,TG(19:0/i-20:0/a-21:0)
35947,FDB035687,TG(i-20:0/i-15:0/a-13:0)
35948,FDB035688,TG(i-19:0/a-25:0/12:0)
35949,FDB035689,TG(i-20:0/19:0/a-15:0)
35950,FDB035690,TG(i-20:0/18:0/22:0)
35951,FDB035691,TG(i-20:0/19:0/a-13:0)
35952,FDB035692,TG(20:0/i-19:0/i-14:0)
35953,FDB035693,TG(20:0/i-15:0/i-22:0)
35954,FDB035694,TG(20:0/a-15:0/18:0)
35955,FDB035695,TG(i-20:0/i-17:0/i-18:0)
35956,FDB035696,TG(i-20:0/19:0/i-16:0)
35957,FDB035697,TG(20:0/i-12:0/15:0)
35958,FDB035698,TG(20:0/i-19:0/18:0)
35959,FDB035699,TG(20:0/i-15:0/17:0)
35960,FDB035700,TG(20:0/i-15:0/i-12:0)
35961,FDB035701,TG(20:0/15:0/i-19:0)
35962,FDB035702,TG(i-20:0/15:0/10:0)
35963,FDB035703,TG(i-20:0/16:0/14:0)
35964,FDB035704,TG(i-19:0/i-22:0/i-13:0)
35965,FDB035705,TG(i-19:0/22:0/10:0)
35966,FDB035706,TG(i-19:0/22:0/22:0)
35967,FDB035707,TG(20:0/i-12:0/i-17:0)
35968,FDB035708,TG(20:0/17:0/i-22:0)
35969,FDB035709,TG(20:0/a-17:0/i-22:0)
35970,FDB035710,TG(i-19:0/22:0/i-13:0)
35971,FDB035711,TG(i-20:0/18:0/12:0)
35972,FDB035712,TG(i-20:0/17:0/i-15:0)
35973,FDB035713,TG(19:0/i-22:0/10:0)
35974,FDB035714,TG(20:0/12:0/i-22:0)
35975,FDB035715,TG(i-19:0/21:0/i-15:0)
35976,FDB035716,TG(20:0/i-14:0/21:0)
35977,FDB035717,TG(i-20:0/i-15:0/i-18:0)
35978,FDB035718,TG(i-20:0/15:0/i-15:0)
35979,FDB035719,TG(i-20:0/12:0/16:0)
35980,FDB035720,TG(i-20:0/a-15:0/19:0)
35981,FDB035721,TG(i-19:0/21:0/17:0)
35982,FDB035722,TG(i-20:0/i-12:0/16:0)
35983,FDB035723,TG(i-20:0/i-19:0/14:0)
35984,FDB035724,TG(i-20:0/8:0/a-13:0)
35985,FDB035725,TG(19:0/21:0/20:0)
35986,FDB035726,TG(i-20:0/16:0/i-14:0)
35987,FDB035727,TG(20:0/a-13:0/a-15:0)
35988,FDB035728,TG(20:0/10:0/i-15:0)
35989,FDB035729,TG(20:0/a-15:0/i-13:0)
35990,FDB035730,TG(20:0/10:0/21:0)
35991,FDB035731,TG(i-20:0/i-15:0/8:0)
35992,FDB035732,TG(i-20:0/i-13:0/a-21:0)
35993,FDB035733,TG(i-19:0/i-24:0/21:0)
35994,FDB035734,TG(i-20:0/i-17:0/15:0)
35995,FDB035735,TG(19:0/i-21:0/16:0)
35996,FDB035736,TG(19:0/21:0/8:0)
35997,FDB035737,TG(20:0/17:0/16:0)
35998,FDB035738,TG(20:0/16:0/12:0)
35999,FDB035739,TG(19:0/i-21:0/i-16:0)
36000,FDB035740,TG(20:0/i-15:0/21:0)
36001,FDB035741,TG(20:0/i-13:0/a-17:0)
36002,FDB035742,TG(20:0/15:0/i-12:0)
36003,FDB035743,TG(i-20:0/i-18:0/i-15:0)
36004,FDB035744,TG(i-20:0/i-12:0/15:0)
36005,FDB035745,TG(i-20:0/13:0/a-13:0)
36006,FDB035746,TG(20:0/i-20:0/i-13:0)
36007,FDB035747,TG(i-19:0/a-21:0/19:0)
36008,FDB035748,TG(20:0/a-13:0/10:0)
36009,FDB035749,TG(20:0/i-15:0/i-21:0)
36010,FDB035750,TG(i-20:0/16:0/a-15:0)
36011,FDB035751,TG(i-20:0/i-17:0/i-13:0)
36012,FDB035752,TG(20:0/8:0/i-15:0)
36013,FDB035753,TG(19:0/i-22:0/i-18:0)
36014,FDB035754,TG(i-19:0/20:0/a-25:0)
36015,FDB035755,TG(i-19:0/22:0/17:0)
36016,FDB035756,TG(20:0/i-20:0/a-15:0)
36017,FDB035757,TG(i-20:0/a-15:0/8:0)
36018,FDB035758,TG(19:0/i-21:0/14:0)
36019,FDB035759,TG(20:0/15:0/i-24:0)
36020,FDB035760,TG(20:0/i-19:0/i-15:0)
36021,FDB035761,TG(i-20:0/16:0/10:0)
36022,FDB035762,TG(i-20:0/16:0/20:0)
36023,FDB035763,TG(i-19:0/a-21:0/i-18:0)
36024,FDB035764,TG(20:0/19:0/10:0)
36025,FDB035765,TG(20:0/16:0/i-20:0)
36026,FDB035766,TG(20:0/20:0/17:0)
36027,FDB035767,TG(i-20:0/i-12:0/21:0)
36028,FDB035768,TG(i-20:0/14:0/i-22:0)
36029,FDB035769,TG(20:0/15:0/i-16:0)
36030,FDB035770,TG(i-20:0/i-13:0/i-24:0)
36031,FDB035771,TG(i-20:0/18:0/i-15:0)
36032,FDB035772,TG(i-20:0/17:0/i-19:0)
36033,FDB035773,TG(20:0/i-15:0/i-18:0)
36034,FDB035774,TG(i-20:0/i-15:0/i-13:0)
36035,FDB035775,TG(i-19:0/a-21:0/i-16:0)
36036,FDB035776,TG(20:0/10:0/i-22:0)
36037,FDB035777,TG(20:0/12:0/17:0)
36038,FDB035778,TG(20:0/8:0/i-19:0)
36039,FDB035779,TG(i-19:0/21:0/18:0)
36040,FDB035780,TG(i-20:0/a-13:0/16:0)
36041,FDB035781,TG(20:0/i-14:0/i-18:0)
36042,FDB035782,TG(20:0/8:0/i-12:0)
36043,FDB035783,TG(i-20:0/a-13:0/20:0)
36044,FDB035784,TG(20:0/i-17:0/i-20:0)
36045,FDB035785,TG(i-20:0/10:0/17:0)
36046,FDB035786,TG(19:0/a-21:0/20:0)
36047,FDB035787,TG(i-20:0/a-13:0/12:0)
36048,FDB035788,TG(i-20:0/16:0/a-17:0)
36049,FDB035789,TG(20:0/i-13:0/22:0)
36050,FDB035790,TG(20:0/i-16:0/i-18:0)
36051,FDB035791,TG(19:0/22:0/a-21:0)
36052,FDB035792,TG(i-19:0/22:0/13:0)
36053,FDB035793,TG(19:0/22:0/i-13:0)
36054,FDB035794,TG(i-19:0/a-25:0/i-24:0)
36055,FDB035795,TG(20:0/a-17:0/i-24:0)
36056,FDB035796,TG(20:0/i-12:0/i-24:0)
36057,FDB035797,TG(i-20:0/14:0/i-21:0)
36058,FDB035798,TG(20:0/19:0/i-20:0)
