compound_id,public_id,name
1151,FDB001151,4-O-beta-D-Galactopyranosyl-D-galactose
1152,FDB001152,Kaempferol 3-feruloylapioside
1155,FDB001155,Artonin T
1156,FDB001156,Capsianoside C
1157,FDB001157,Capsianoside E
1159,FDB001159,alpha-D-Galactopyranose 1-dihydrogen phosphate
1160,FDB001160,Galacturonic acid
1161,FDB001161,D-Galacturonic acid
1162,FDB001162,Gein
1163,FDB001163,Gentiotriose
1165,FDB001165,N-Glycolylneuraminic acid
1167,FDB001167,Disodium guanylate
1168,FDB001168,Gynocardin
1169,FDB001169,Tetraphyllin B
1170,FDB001170,(-)-Quinic acid
1171,FDB001171,D-4-O-Methyl-myo-inositol
1172,FDB001172,4-O-Methyl-myo-inositol
1175,FDB001175,Maltulose
1176,FDB001176,Isodulcitol
1177,FDB001177,beta-D-3-Ribofuranosyluric acid
1178,FDB001178,Neokestose
1182,FDB001182,Cellulose
1183,FDB001183,Cellulose acetate
1184,FDB001184,Methyl cellulose
1186,FDB001186,gamma-Cyclodextrin
1188,FDB001188,Dextrantriose
1189,FDB001189,6-O-Glucosylmaltose
1190,FDB001190,Maltobionic acid
1191,FDB001191,Maltohexaose
1192,FDB001192,Maltopentaose
1193,FDB001193,Maltose
1194,FDB001194,beta-D-Fructofuranosyl alpha-D-glucopyranosyl-(1->4)-D-glucopyranoside
1195,FDB001195,Maltotetraose
1196,FDB001196,Maltotriose
1197,FDB001197,Mannan
1201,FDB001201,D-Manno-2-heptulose
1202,FDB001202,D-Mannose
1203,FDB001203,Melezitose
1204,FDB001204,Melibiose
1205,FDB001205,Galactaric acid
1207,FDB001207,Panose
1209,FDB001209,N-Acetylneuraminic acid
1211,FDB001211,Adenosine 5'-diphosphate glucose
1213,FDB001213,Acadesine 5'-monophosphate
1214,FDB001214,D-Apiose
1215,FDB001215,beta-D-Apiofuranose
1216,FDB001216,Arabinan
1217,FDB001217,Gum arabic
1218,FDB001218,Arabinose
1219,FDB001219,D-Arabinose
1220,FDB001220,Isomaltose
1221,FDB001221,Arbutin
1223,FDB001223,Ascorbic acid
1224,FDB001224,L-Ascorbic acid
1225,FDB001225,Calcium ascorbate
1226,FDB001226,Sodium ascorbate
1228,FDB001228,Pangamic acid
1230,FDB001230,Punicafolin
1233,FDB001233,D-erythro-D-galacto-octitol
1234,FDB001234,D-glycero-L-galacto-Octulose
1235,FDB001235,D-erythro-L-galacto-Nonulose
1237,FDB001237,Squamocin K
1238,FDB001238,Asitribin
1240,FDB001240,Asimilobin
1241,FDB001241,Annomuricin A
1242,FDB001242,Annoglaucin
1243,FDB001243,Muricatin C
1244,FDB001244,Muricatin A
1245,FDB001245,Fujiglucon
1246,FDB001246,Methyl beta-D-glucopyranoside
1247,FDB001247,Asiminenin B
1248,FDB001248,Annomuricin B
1249,FDB001249,Annomuricin C
1250,FDB001250,Muricatocin B
1251,FDB001251,Muricatocin C
1252,FDB001252,Muricatocin A
1254,FDB001254,Troxerutin
1255,FDB001255,Ethyl beta-D-glucopyranoside
1257,FDB001257,Squamosten A
1258,FDB001258,Coriandrone E
1259,FDB001259,Coriandrone D
1260,FDB001260,Simonin I
1261,FDB001261,Simonin V
1262,FDB001262,Simonin II
1263,FDB001263,Simonin III
1264,FDB001264,Simonin IV
1265,FDB001265,Avenoleic acid
1267,FDB001267,Hexyl acetate
1268,FDB001268,1-Isomangostin
1274,FDB001274,2-O-Methylxylose
1275,FDB001275,(+)-11-Hydroxy-9-triacontanone
1276,FDB001276,Bis(2-furanylmethyl) disulfide
1282,FDB001282,25-Methyl-1-hexacosanol
1283,FDB001283,15-Hentriacontanol
1286,FDB001286,Glabrin A
1287,FDB001287,"12-Hydroxy-8,10-octadecadienoic acid"
1288,FDB001288,Cycloartomunoxanthone
1289,FDB001289,Bissulfine
1291,FDB001291,Nopol
1293,FDB001293,(E)-3-Hexen-1-ol
1294,FDB001294,Austalide B
1295,FDB001295,Austalide A
1298,FDB001298,gamma-Tocotrienol
1299,FDB001299,d-Tocotrienol
1301,FDB001301,Glucoconvallatoxoloside
1302,FDB001302,"(1alpha,3beta,20S,22R,24S,25S)-Pubescenin"
1303,FDB001303,Scutigeral
1304,FDB001304,alpha1-Sitosterol
1305,FDB001305,Stigmastanol
1306,FDB001306,"(3beta,5alpha,24S)-Stigmasta-7,25-dien-3-ol"
1307,FDB001307,"(3beta,5alpha,6beta,24R)-Stigmastane-3,5,6-triol"
1308,FDB001308,7-Oxostigmasterol
1309,FDB001309,Valerenic acid
1310,FDB001310,Vitamin K2
1311,FDB001311,Elenolide
1313,FDB001313,Withanolide B
1314,FDB001314,Fucosterol
1315,FDB001315,Isofucosterol
1316,FDB001316,Ikshusterol
1319,FDB001319,Neogitogenin
1320,FDB001320,Sarsasapogenin
1321,FDB001321,1-Mercapto-2-propanone
1324,FDB001324,3-Methylbutanoic acid
1325,FDB001325,Methyl 3-methylbutanoate
1326,FDB001326,Ethyl isovalerate
1327,FDB001327,Isopentyl isopentanoate
1328,FDB001328,(±)-Sulcatol
1329,FDB001329,(±)-6-Methyl-5-hepten-2-yl acetate
1330,FDB001330,Euglobal Ia1
1332,FDB001332,Euglobal Ib
1333,FDB001333,Euglobal Ic
1334,FDB001334,Euglobal IIa
1336,FDB001336,Euglobal IVa
1339,FDB001339,Euglobal VII
1340,FDB001340,Euglobal V
1342,FDB001342,Melongoside O
1344,FDB001344,Hydroxycitronellol
1345,FDB001345,Ginkgolide M
1346,FDB001346,Isoaustin
1347,FDB001347,Neriantogenin
1348,FDB001348,Isohumulinone A
1350,FDB001350,Asparagoside A
1351,FDB001351,Gitonin
1353,FDB001353,Uttronin A
1354,FDB001354,Smilagenin
1355,FDB001355,Dexamethasone
1356,FDB001356,Melongoside P
1358,FDB001358,Butyl propionate
1359,FDB001359,Neogrifolin
1360,FDB001360,Amasterol
1361,FDB001361,Ostreasterol
1362,FDB001362,Taraxacoside
1363,FDB001363,Isopropyl propionate
1364,FDB001364,Boviquinone 4
1365,FDB001365,1H-Indole-3-acetonitrile
1366,FDB001366,Ethyl propionate
1367,FDB001367,Propyl propionate
1368,FDB001368,Methyl 3-phenylpropanoate
1369,FDB001369,"1,1-Dimethoxyethane"
1370,FDB001370,Methyl propionate
1371,FDB001371,Benzyl propionate
1372,FDB001372,2-Hydroxy-2-methylbutanedioic acid
1373,FDB001373,Cohulupone
1375,FDB001375,Australigenin
1380,FDB001380,(S)-3-Octanol
1381,FDB001381,Albafuran A
1382,FDB001382,Albafuran B
1387,FDB001387,"(3beta,4alpha,5alpha)-4-Methyl-8(14)-cholesten-3-ol"
1388,FDB001388,25-Methyl-24-methylenecholesterol
1389,FDB001389,"4,14-Dimethylergosta-8,25-dien-3-ol"
1390,FDB001390,Biflorin
1395,FDB001395,Diosbulbinoside D
1396,FDB001396,Pubescenol
1397,FDB001397,Synephrine
1398,FDB001398,Shikimic acid 3-phosphate
1399,FDB001399,Gibberellin A84
1400,FDB001400,Dihydrozeatin
1401,FDB001401,2-Methylthio-N6-(delta2-isopentenyl)adenosine
1402,FDB001402,2-Methylthioribosyl-trans-zeatin
1403,FDB001403,5-Hydroxyindole-3-acetic acid
1404,FDB001404,Indole-3-butyric acid
1405,FDB001405,alpha-N-Carbomethoxyacetyl-4-chloro-D-tryptophan
1406,FDB001406,alpha-N-Carboethoxyacetyl-4-chloro-D-tryptophan
1407,FDB001407,2-Phosphoglycerate
1408,FDB001408,4-O-(Indole-3-acetyl)-D-glucopyranose
1409,FDB001409,5-Hydroxyglucobrassicin
1410,FDB001410,5-Methoxyglucobrassicin
1411,FDB001411,(+)-Bottrospicatol
1412,FDB001412,Castasterone
1413,FDB001413,(+/-)-alpha-Thujene
1414,FDB001414,"3,24-Diepicastasterone"
1415,FDB001415,28-Norcastasterone
1416,FDB001416,2-Deoxy-28-homocastasterone
1417,FDB001417,2-Deoxy-25-Methyldolichosterone
1418,FDB001418,3-epi-2-Deoxy-25-methyldolichosterone
1419,FDB001419,3-epi-6-Deoxocastasterone
1420,FDB001420,6-Deoxo-28-homo-dolichosterone
1421,FDB001421,6-Deoxo-25-methyldolichosterone
1422,FDB001422,23-O-beta-D-Glucopyranosyl-25-methyldolichosterone
1423,FDB001423,23-O-beta-D-Glucopyranosyl-2-epi-25-methyldolichosterone
1424,FDB001424,Methyl epijasmonate
1425,FDB001425,Parasorbic acid
1426,FDB001426,2-Thioxothiazolidine-4-carboxylic acid
1427,FDB001427,Methyl pheophorbide a
1428,FDB001428,OPC-4:0
1429,FDB001429,OPC-6:0
1430,FDB001430,"(12S,13S)-EOD"
1431,FDB001431,13(S)-Hydroperoxylinolenic acid
1432,FDB001432,12-oxo-PDA
1433,FDB001433,3-Oxo-2-(2-entenyl)cyclopentaneoctanoic acid
1434,FDB001434,5-HETE
1435,FDB001435,12-HETE
1436,FDB001436,15-HETE
1438,FDB001438,4-Hydroxy-2E-nonenal
1439,FDB001439,Ayapin
1440,FDB001440,(-)-Pinoresinol
1441,FDB001441,(+)-Secoisolariciresinol
1442,FDB001442,(-)-Arctigenin
1443,FDB001443,(+)-Pinoresinolin
1444,FDB001444,(-)-Arctiin
1445,FDB001445,2-Hydroxypseudobaptigenin
1446,FDB001446,(3R)-Sophorol
1447,FDB001447,Medioresinol
1448,FDB001448,(-)-Olivil
1449,FDB001449,Lappaol A
1450,FDB001450,Lappaol C
1452,FDB001452,(+)-Bornyl diphosphate
1453,FDB001453,(+)-Camphene
1454,FDB001454,(+)-trans-Sabinene hydrate
1455,FDB001455,(+)-Sabinone
1456,FDB001456,cis-Sabinene hydrate
1457,FDB001457,(+)-trans-Sabinol
1458,FDB001458,(3R)-Linalyl diphosphate
1459,FDB001459,2-Hydroxycampholonic acid
1460,FDB001460,alpha-Campholonic acid
1461,FDB001461,6-Oxocamphor
1462,FDB001462,cis-beta-Ocimene
1463,FDB001463,Geranyl diphosphate
1464,FDB001464,Isoketocamphoric acid
1465,FDB001465,trans-beta-Ocimene
1466,FDB001466,"9beta-Pimara-7,15-diene"
1467,FDB001467,ent-Copalyl diphosphate
1468,FDB001468,ent-Sandaracopimaradiene
1469,FDB001469,Stemar-13-ene
1470,FDB001470,syn-Copalyl diphosphate
1471,FDB001471,Butin
1472,FDB001472,Sakuranetin
1473,FDB001473,6-Methylscutellarein
1474,FDB001474,beta-D-Glucosamine
1475,FDB001475,D-Arabitol
1476,FDB001476,2-Carboxyarabinitol 1-phosphate
1477,FDB001477,Glutaric acid
1480,FDB001480,Hentriacontane
1481,FDB001481,"Hentriacontane-14,16-dione"
1482,FDB001482,Hexacosan-1-ol
1484,FDB001484,Tritriacontane
1485,FDB001485,Dehydrosafynol
1486,FDB001486,Eutypine
1487,FDB001487,"(Z)-3,5-Hexadienyl butyrate"
1488,FDB001488,Pinolidoxin
1489,FDB001489,12-Hydroxyjasmonic acid glucoside
1490,FDB001490,L-Homoarginine
1491,FDB001491,L-Homocysteine
1492,FDB001492,(+)-gamma-Hydroxy-L-homoarginine
1493,FDB001493,Cadaverine
1494,FDB001494,Putrescine
1495,FDB001495,Glucolepidiin
1496,FDB001496,Glucoputranjivin
1498,FDB001498,Glutathione
1499,FDB001499,Phaseolotoxin
1500,FDB001500,Cucumopine
1501,FDB001501,Dimboa glucoside
1502,FDB001502,Glaucine
1503,FDB001503,Liriodenine
1504,FDB001504,Xylopine
1505,FDB001505,Lycopsamine
1507,FDB001507,"2,8-Dihydroxy-3,4,7-trimethoxy-dibenzofuran"
1508,FDB001508,Alloimperatorin
1509,FDB001509,Peucedanin
1510,FDB001510,"4,8,5'-Trimethylpsoralen"
1511,FDB001511,Anhydroglycinol
1512,FDB001512,"1,2-Benzenediol"
1513,FDB001513,Coniferyl aldehyde
1514,FDB001514,"1,5-Dicaffeoylquinic acid"
1515,FDB001515,Sinapaldehyde
1519,FDB001519,Lapachenole
1520,FDB001520,(+)-Rotundifolone
1521,FDB001521,Verbenalin
1522,FDB001522,alpha-Copaene
1523,FDB001523,(S)-(+)-Curcumene
1524,FDB001524,Ipomoeamarone
1525,FDB001525,alpha-Ylangene
1526,FDB001526,Arctiopicrin
1527,FDB001527,8-Deoxylactucin
1528,FDB001528,Geranylgeraniol
1529,FDB001529,Oryzalexin A
1530,FDB001530,Theasaponin
1531,FDB001531,Officinalisnin I
1532,FDB001532,Betulinic acid
1533,FDB001533,"beta-Carotene 5,6-epoxide"
1534,FDB001534,Lactucaxanthin
1536,FDB001536,"7,4'-Dihydroxyflavone"
1537,FDB001537,Cirsimaritin
1538,FDB001538,Tetramethoxyluteolin
1539,FDB001539,Eupatorin
1540,FDB001540,Apigenin 7-(6''-malonylglucoside)
1541,FDB001541,Luteolin 7-(2''-apiosylglucoside)
1545,FDB001545,"5,7-Dihydroxy-3,6-dimethoxyflavone"
1546,FDB001546,Artemetin
1547,FDB001547,"3,3',4',7,8-Pentamethylgossypetin"
1548,FDB001548,"5,3',4'-Trihydroxy-3-methoxy-6,7-methylenedioxyflavone"
1549,FDB001549,Isorhamnetin 3-vicianoside
1550,FDB001550,"5,3',4'-Trihydroxy-3-methoxy-6,7-methylenedioxyflavone 4'-glucuronide"
1551,FDB001551,"5,4'-Dihydroxy-3,3'-dimethoxy-6,7-methylenedioxyflavone 4'-glucuronide"
1552,FDB001552,Kaempferol 3-(2'''-(E)-caffeylsophoroside)-7-glucoside
1553,FDB001553,Quercetin 3-(6''''-p-coumarylsophorotrioside)
1554,FDB001554,Quercetin 3-(6''''-caffeylsophorotrioside)
1555,FDB001555,Quercetin 3-(6''''-ferulylsophorotrioside)
1556,FDB001556,Quercetin 3-(6''''-sinapylsophorotrioside)
1557,FDB001557,3'-Deoxyderhamnosylmaysin
1558,FDB001558,Carlinoside
1560,FDB001560,Isoswertisin 4'-rhamnoside
1561,FDB001561,Derhamnosylmaysin
1562,FDB001562,3'-O-Methylderhamnosylmaysin
1563,FDB001563,"6,8-Di-C-beta-D-arabinopyranosylapigenin"
1565,FDB001565,Apigeninidin
1566,FDB001566,"Cyanidin 3-O-(2""-xylosyl-6""-glucosyl-galactoside)"
1569,FDB001569,Apigeninidin 5-(5''-caffeylarabinoside)
1570,FDB001570,Pelargonidin 3-p-coumarylglucoside
1571,FDB001571,Cyanidin 3-(6''-acetylglucoside)
1572,FDB001572,Cyanidin 3-(3''-malonylglucoside)
1573,FDB001573,"Cyanidin 3-(3'',6''-dimalonylglucoside)"
1574,FDB001574,Cyanidin 3-(6''-malonyllaminaribioside)
1575,FDB001575,"Cyanidin 3-O-(2""-xylosyl-6""-(6""'-p-hydroxybenzoyl-glucosyl)-galactoside)"
1576,FDB001576,"Cyanidin 3-O-(2""-xylosyl-6""-(6""'-p-coumaroyl-glucosyl)-galactoside)"
1577,FDB001577,Cyanidin 3-(6''-p-coumarylsophoroside) 5-glucoside
1578,FDB001578,Cyanidin 3-(6''-caffeylsophoroside) 5-glucoside
1579,FDB001579,Cyanidin 3-[6''-(4-glucosyl-p-coumaryl)sophoroside] 5-glucoside
1580,FDB001580,"Cyanidin 3-(6'',6'''-dicaffeylsophoroside) 5-glucoside"
1581,FDB001581,Cyanidin 3-(6''-caffeyl-6'''-ferulylsophoroside) 5-glucoside
1583,FDB001583,Peonidin 3-(6''-acetyl-glucoside)
1584,FDB001584,Peonidin 3-(6''-caffeoyl-glucoside)
1585,FDB001585,"Peonidin acetyl 3,5-diglucoside"
1586,FDB001586,Peonidin 3-(6''-malonyl-glucoside) 5-glucoside
1587,FDB001587,Peonidin 3-feruloyl-diglucoside 5-glucoside
1588,FDB001588,Peonidin 3-caffeoyl-rutinoside 5-glucoside
1589,FDB001589,Delphinidin 3-caffeoylglucoside
1590,FDB001590,Dimalonylawobanin
1591,FDB001591,Petunidin 3-(6''-acetylglucoside)
1592,FDB001592,Petunidin 3-(4'''-p-coumaroyl-rutinoside)
1593,FDB001593,Malvidin 3-(6''-p-coumarylglucoside)
1594,FDB001594,Malvidin 3-(6''-p-caffeyglucoside)
1595,FDB001595,Malvidin 3-(6''-p-coumarylglucoside) 5-dimalonylglucoside
1596,FDB001596,Cerasin
1597,FDB001597,Cerasidin
1598,FDB001598,4-Hydroxyderricin
1599,FDB001599,Xanthoangelol D
1600,FDB001600,Xanthoangelol E
1601,FDB001601,Xanthoangelol
1602,FDB001602,Xanthoangelol B
1603,FDB001603,Xanthoangelol C
1604,FDB001604,Xanthosine
1605,FDB001605,Gibberellin A116
1606,FDB001606,Malonyl CoA
1607,FDB001607,Cinnamoyl-CoA
1608,FDB001608,4-Coumaroyl-CoA
1609,FDB001609,Glucoalyssin
1610,FDB001610,8-Methylsulfinyloctyl glucosinolate
1611,FDB001611,16-Hydroxy-hexadecanoic acid
1612,FDB001612,Sucrose 6-phosphate
1613,FDB001613,Allantoin
1614,FDB001614,D-Erythrose 4-phosphate
1615,FDB001615,D-Ribose 5-phosphate
1616,FDB001616,5-Hydroxyisourate
1617,FDB001617,2-Oxo-4-hydroxy-4-carboxy-5-ureidoimidazole
1618,FDB001618,Dihydroxyacetone phosphate
1619,FDB001619,D-Glyceraldehyde 3-phosphate
1620,FDB001620,7-Methylxanthosine
1621,FDB001621,5-Methylthiopentylglucosinolate
1623,FDB001623,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate
1625,FDB001625,n-Hexyl glucosinolate
1626,FDB001626,2-Hydroxyethyl glucosinolate
1627,FDB001627,4-Methylsulfonyl-3-butenyl glucosinolate
1628,FDB001628,5-Oxoheptyl glucosinolate
1630,FDB001630,Aromadendrin 3-galactoside
1632,FDB001632,Gallocatechin 3'-gallate
1634,FDB001634,Epigallocatechin 3-caffeate
1635,FDB001635,Catechin-(4alpha->8)-gallocatechin-(4alpha->8)-gallocatechin
1636,FDB001636,Epicatechin-(4beta->6)-catechin 3-gallate
1637,FDB001637,Procyanidin B2 3-gallate
1638,FDB001638,Catechin-(4alpha->8)-epicatechin 3'-gallate
1639,FDB001639,Epicatechin-(4beta->8)-catechin 3-gallate
1640,FDB001640,Epicatechin-(4beta->8)-epicatechin 3'-gallate
1641,FDB001641,[Epicatechin-(4beta->8)]2-epicatechin 3'''-gallate
1642,FDB001642,Epicatechin-(4beta->8)-epicatechin-(4beta->8)-catechin 3''-gallate
1643,FDB001643,"ent-Epiafzelechin-(2alpha->7,4alpha->8)-catechin"
1645,FDB001645,"Epicatechin-(2beta->7,4beta->8)-epicatechin-(4beta->8)-epicatechin-(4beta->6)-catechin"
1646,FDB001646,"Epicatechin-(2beta->7,4beta->8)-[epicatechin-(4beta->8)]2-catechin"
1647,FDB001647,"ent-Epicatechin-(2alpha->7,4alpha->8)-epicatechin 3-arabinoside"
1648,FDB001648,"ent-Epicatechin-(2alpha->7,4alpha->8)-epicatechin 3-galactoside"
1649,FDB001649,Eugenigrandin A
1650,FDB001650,5-O-Methylgenistein
1651,FDB001651,Anhydropisatin
1652,FDB001652,"7,8,2',4'-Tetrahydroxyisoflavone"
1653,FDB001653,(+)-Dihydrowighteone
1654,FDB001654,3'-Dimethylallylkievitone
1655,FDB001655,2-Prenyl-6alpha-hydroxyphaseollidin
1656,FDB001656,Demethyltexasin 4'-O-glucoside
1657,FDB001657,Hastatoside
1658,FDB001658,2-Isopropylcyclopentanone
1659,FDB001659,(R)-Linden ether
1660,FDB001660,"(1R,2R,4R,5S)-(+)-p-Menthane-2,5-diol"
1661,FDB001661,p-Menth-4(8)-en-3-ol
1662,FDB001662,5-Carboxypyranocyanidin 3-O-beta-glucopyranoside
1663,FDB001663,5-Carboxypyranocyanidin 3-O-(6''-O-malonyl-beta-glucopyranoside)
1665,FDB001665,"cis-Resveratrol-3,4'-O-beta-diglucoside"
1666,FDB001666,trans-p-Feruloyl-beta-D-glucopyranoside
1667,FDB001667,trans-p-Ferulyl alcohol 4-O-[6-(2-methyl-3-hydroxypropionyl)] glucopyranoside
1668,FDB001668,Luteolin 7-O-(2-apiofuranosyl-4-glucopyranosyl-6-malonyl)glucopyranoside
1674,FDB001674,(-)-alpha-Curcumene
1675,FDB001675,Arctiol
1677,FDB001677,Luteolin 7-glucoside 3'-glucuronide
1678,FDB001678,Kaempferol 3-alpha-D-arabinopyranoside
1679,FDB001679,Kaempferol 3-rhamnosyl-(1->3)-rhamnosyl-(1->6)-glucoside
1680,FDB001680,Kaempferol 7-(3G-glucosylgentiobioside)
1682,FDB001682,Kaempferol 3-(2''-(E)-feruloylgalactosyl-(1->4)-glucoside)
1683,FDB001683,Kaempferol 3-rhamnosyl-(1->3)(4'''-acetylrhamnosyl)(1->6)-glucoside
1684,FDB001684,Kaempferol 3-glucosyl-(1->2)-(6''-acetylgalactoside)-7-glucoside
1686,FDB001686,Quercetin 3-glucosyl-(1->2)-galactoside 7-glucoside
1688,FDB001688,"3,4'-Dimethyquercetin 7-[alpha-L-arabinofuranosyl-(1->6)-glucoside]"
1691,FDB001691,"5,4'-Dihydrox-3-methoxy-6,7-methylenedioxyflavone 4'-glucuronide"
1692,FDB001692,Cucumerin B
1693,FDB001693,Cucumerin A
1694,FDB001694,"6-C-beta-D-Glucopyranosyl-5,7,2',4',5'-pentahydroxyflavone"
1695,FDB001695,Pelargonidin 3-O-[2-O-(6-(E)-feruloyl-beta-D-glucopyranosyl)-6-O-(E)-feruloyl-beta-D-glucopyranoside] 5-O-(beta-D-glucopyranoside)
1696,FDB001696,Isovitexin 6''-rhamnoside
1697,FDB001697,Isoorientin 2''-arabinoside
1698,FDB001698,2''-O-alpha-L-Rhamnosyl-6-C-fucosyl-luteolin
1699,FDB001699,2''-O-alpha-L-Rhamnosyl-6-C-quinovopyranosyl-luteolin
1700,FDB001700,2''-O-alpha-L-Rhamnosyl-6-C-fucosyl-3'-methoxyluteolin
1701,FDB001701,Isovitexin 7-(6'''-(E)-p-coumaroylglucoside)
1702,FDB001702,Isovitexin 7-(6'''-(E)-p-feruloylglucoside)
1703,FDB001703,Isovitexin 2''-(6'''-(E)-p-coumaroylglucoside)
1704,FDB001704,Isovitexin 2''-(6'''-(E)-p-coumaroylglucoside) 4'-glucoside
1705,FDB001705,Isovitexin 2''-(6'''-(E)-feruloylglucoside) 4'-glucoside
1706,FDB001706,Vitexin 6''-O-malonyl 2''-O-xyloside
1707,FDB001707,Isoorientin 7-O-(6'''-O-(E)-feruloyl)glucoside
1708,FDB001708,Isoscoparin 4'-glucoside
1709,FDB001709,Isosakuranetin 7-[arabinosyl-(1->6)-glucoside]
1710,FDB001710,"5,6,7,4'-Tetrahydroxyflavanone 6,7-diglucoside"
1711,FDB001711,"5,7,3',4'-Tetrahydroxyflavanone 7-alpha-L-arabinofuranosyl-(1->6)-glucoside"
1713,FDB001713,Xanthoangelol F
1714,FDB001714,Xanthoangelol G
1715,FDB001715,Xanthoangelol H
1716,FDB001716,Tinctormine
1717,FDB001717,2'-Hydroxy-4'-methoxydihydrochalcone
1718,FDB001718,2'-Methoxy-4'-hydroxydihydrochalcone
1719,FDB001719,Cyanidin 3-(3-glucosyl-6-malonylglucoside) 4'-glucoside
1720,FDB001720,Cyanidin 7-(3-glucosyl-6-malonylglucoside) 4'-glucoside
1721,FDB001721,Delphinidin 3-[6-(4-(Z)-p-coumarylrhamnosyl)glucoside] 5-glucoside
1723,FDB001723,Delphinidin 3-glucoside 5-(6''-malonylglucoside)
1724,FDB001724,Malvidin 3-(6-(4-feruloyl-alpha-rhamnosyl)-beta-glucoside) 5-beta-glucoside
1725,FDB001725,Pelargonidin 3-O-[2-O-(6-O-(E)-feruloyl-beta-D-glucopyranosyl)-beta-D-glucopyranoside] 5-O-(beta-D-glucopyranoside)
1726,FDB001726,Pelargonidin 3-O-[2-O-(6-(E)-caffeoyl-beta-D-glucopyranosyl)-6-O-(E)-caffeoyl-beta-D-glucopyranoside] 5-O-(beta-D-glucopyranoside)
1727,FDB001727,Pelargonidin 3-O-[2-O-(6-(E)-feruloyl-beta-D-glucopyranosyl)-6-O-(E)-caffeoyl-beta-D-glucopyranoside] 5-O-(beta-D-glucopyranoside)
1728,FDB001728,Pelargonidin 3-O-[2-O-beta-D-glucopyranosyl-6-O-(E)-p-coumaroyl-beta-D-glucopyranoside] 5-O-(beta-D-glucopyranoside)
1729,FDB001729,Pelargonidin 3-O-[2-O-(6-(E)-caffeoyl-beta-D-glucopyranosyl)-6-O-(E)-p-coumaroyl-beta-D-glucopyranoside] 5-O-(beta-D-glucopyranoside)
1730,FDB001730,Pelargonidin 3-O-[2-O-(6-(E)-caffeoyl-beta-D-glucopyranosyl)-6-O-(E)-feruloyl-beta-D-glucopyranoside] 5-O-(beta-D-glucopyranoside)
1731,FDB001731,Pelargonidin 3-O-[2-O-(6-(E)-feruloyl-beta-D-glucopyranosyl)-6-O-(E)-p-coumaroyl-beta-D-glucopyranoside] 5-O-(beta-D-glucopyranoside)
1732,FDB001732,Pelargonidin 3-O-[2-O-(2-(E)-feruloyl-beta-D-glucopyranosyl)-6-O-(E)-feruloyl-beta-D-glucopyranoside] 5-O-(beta-D-glucopyranoside)
1733,FDB001733,Petunidin 3-O-[6-O-(4-O-(E)-caffeoyl-O-alpha-rhamnopyranosyl)-beta-glucopyranoside]-5-O-beta-glucopyranoside
1734,FDB001734,Petunidin 3-O-[6-O-(4-O-(4-O-(beta-D-glucopyranosyl)-feruloyl)-alpha-L-rhamnopyranosyl)-beta-D-glucopyranoside]- 5-O-[beta-D-glucopyranoside]
1735,FDB001735,(Cyanidin 3-O-(3-O-acetyl-beta-glucoside) (kaempferol 3-O-(2-O-beta-glucosyl-beta-glucoside)-7-O-beta-glucosiduronic acid) malonate
1736,FDB001736,(Cyanidin 3-O-beta-glucoside)(kaempferol 3-O-(2-O-beta-glucosyl-beta-glucoside)-7-O-beta-glucosiduronic acid) malonate
1737,FDB001737,5-Carboxypyranopelargonidin 3-O-beta-glucopyranoside
1738,FDB001738,Epiafzelechin-(4alpha->8)-pelargonidin 3'-glucoside
1739,FDB001739,Catechin-(4alpha->8)-pelargonidin 3'-glucoside
1740,FDB001740,Afzelechin-(4alpha->8)-pelargonidin 3-O-beta-glucopyranoside
1741,FDB001741,"3,3'-Dihydroxy-4,5-dimethoxybibenzyl"
1743,FDB001743,3-Hydroxy-4-isopentenyl-5-methoxybibenzyl-2-carboxylic acid
1744,FDB001744,3-Hydroxy-5-methoxystilbene-2-carboxylic acid
1745,FDB001745,"4-Methoxy-3,3',5-trihydroxybibenzyl"
1746,FDB001746,"5-Hydroxy-2,3,4-trimethoxy-9,10-dihydrophenanthrene"
1747,FDB001747,"3-Isopentadienyl-3',4,5'-trihydroxystilbene"
1748,FDB001748,"2'',6''-O-Diacetyloninin"
1749,FDB001749,"(3beta,4alpha,22beta)-22-[[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-alpha-L-arabinopyranosyl]oxy]-23-hydroxyolean-12-en-3-yl O-6-deoxy-alpha-L-mannopyranosyl-(1->2)-O-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosiduronic acid"
1750,FDB001750,"(3beta,4alpha,22beta)-22-[[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-23-hydroxyolean-12-en-3-yl O-6-deoxy-alpha-L-mannopyranosyl-(1->2)-O-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosiduronic acid"
1751,FDB001751,3-O-(beta-D-Glucopyranosyl)-soyasapogenol B
1752,FDB001752,"(+)-2,3-Dihydro-9-hydroxy-2[1-(6-sinapinoyl)beta-D-glucosyloxy-1-methylethyl]-7H-furo[3,2-g][1]benzopyran-7-one"
1753,FDB001753,"7,4'-Dimethoxyflavone"
1754,FDB001754,Delphinidin 3-(3''-p-coumaroylglucoside)
1755,FDB001755,Jacquinelin
1756,FDB001756,Crepidiaside B
1758,FDB001758,Apo-10'-zeaxanthinal
1759,FDB001759,Apo-12'-zeaxanthinal
